	,b	-	a	ai	aj	al	aɐ	b	be	bɑ	bɛ	c	d	de	dj	ds	də	e	eɪ	f	fɒ	h	ha	hɔ	i	j	ja	ju	jə	jʉ	k	ki	ks	l	l,	lɛ	m	mə	n	nə	nɡ	o	p	r	s	s,	se	sj	sə	sɡ	t	te	u	uð	uʔ	v	ve	və	w	wd	y	yr	yʀ	æ	æɐ	ð	ðˠ	ø	øb	ŋ	œ	ɐ	ɐn	ɐw	ɑ	ɒ	ɒɪ	ɔ	ɔv	ɔʊ	ɕ	ɘ	ə	ə,	ən	ər	əð	ɛ	ɛf	ɛm	ɛn	ɛɪ	ɜ	ɡ	ɡe	ɡs	ɣ	ɤ	ɪ	ɭ	ɳ	ɶ	ɶɐ	ʁ	ʁa	ʁɑ	ʊ	ʊs	ʋ	ʋa	ʌ	ʌb	ʏ	ʔ	ʕ	˕ˠ	χ	χɑ
c=a		1.39
c=a	a	18.91
c=a	b	-1.95
c=a	e	-4.19
c=a	eɪ	1.52
c=a	i	-4.20
c=a	ja	0.78
c=a	k	-0.96
c=a	n	-0.94
c=a	o	-4.21
c=a	r	-0.94
c=a	t	-1.39
c=a	u	-3.37
c=a	v	-1.78
c=a	w	-0.96
c=a	y	-4.55
c=a	æ	7.86
c=a	ð	0.94
c=a	ø	-4.54
c=a	œ	-3.62
c=a	ɐ	0.97
c=a	ɑ	14.37
c=a	ɒ	2.25
c=a	ɔ	-3.34
c=a	ɘ	-0.93
c=a	ə	-2.62
c=a	ɛɪ	1.50
c=a	ʊ	-1.66
c=a	ʌ	-2.42
c=b		-1.84
c=b	b	20.80
c=b	be	1.53
c=b	d	-1.00
c=b	f	-0.95
c=b	h	-0.99
c=b	j	-3.85
c=b	k	-1.89
c=b	m	-0.98
c=b	n	-0.97
c=b	p	2.20
c=b	r	-0.91
c=b	s	-0.96
c=b	t	-2.60
c=b	v	-0.76
c=b	ð	-0.80
c=b	ðˠ	-0.97
c=b	ŋ	-1.00
c=b	ɐ	-0.78
c=b	ɡ	-0.99
c=b	ɡs	-0.96
c=b	ʋ	-1.24
c=b	ʌ	-0.94
c=c		0.90
c=c	d	-2.91
c=c	f	-0.97
c=c	j	-1.76
c=c	k	6.72
c=c	l	-0.96
c=c	m	-0.95
c=c	n	-2.37
c=c	o	-0.98
c=c	p	-1.00
c=c	r	-1.00
c=c	s	6.81
c=c	se	2.81
c=c	t	-0.77
c=c	v	0.87
c=c	w	-1.94
c=c	ð	-1.81
c=c	ø	-0.90
c=c	ɛ	-0.96
