Rôg-n-miki pʋge, Dagamb yaa tônd moose ma-bi-taase, tɩ b tar daare nina b sɩn boond b goam pʋge tɩ "Adibo Dali" (Adibo daare) .	ɾoɡ n miki pʊɡe , daɡamb jaː tond moːse ma bi taːse , tɪ b taɾ daːɾe nina b sɪn boːnd b ɡoam pʊɡe tɪ adibo dali adibo daːɾe .
Toog bee ne ned ning fãa sẽn tar paoogr la sẽn wɩt taaba,	toːɡ beː ne ned niŋɡ fãː sẽn taɾ paoːɡɾ la sẽn wɪt taːba ,
A lebga logtor yʋʋmd 1979 wã, a sẽn tar yʋʋm 27. A sẽn da wa n paam n deeg a Ba-biis a Dery sẽn da yaa katolik kiris-neb sullã saglg t'a ra bas b tẽng ye, a lebg n wa Tamale n wa sɩng a logtor tʋʋmd Tamale tẽnga logtorẽ wã. Baa a sẽn da rat n yɩ kambã logtorã, a sẽn da yaa bãadã paasa.	a lebɡa loɡtoɾ jʊːmd tusɾi la kobs a wɛ la pis jopoe la a wɛ wã , a sẽn taɾ jʊːm pisi la a jopoe . a sẽn da wa n paːm n deːɡ a ba biːs a deɾj sẽn da jaː katolik kiɾis neb sulːã saɡlɡ tʔa ɾa bas b tẽŋɡ je , a lebɡ n wa tamale n wa sɪŋɡ a loɡtoɾ tʊːmd tamale tẽŋɡa loɡtoɾẽ wã . baː a sẽn da ɾat n jɪ kambã loɡtoɾã , a sẽn da jaː bãːdã paːsa .
Ramadan, Ragab. "Funding issues threaten preservation of Christian sanctuary". Egypt Independent. Al-Masry Al-Youm. Retrieved October 30, 2018.	ɾamadan , ɾaɡab . fundiŋɡ isːues thɾeaten pɾeseɾvation of khɾistian sanktuaɾj . eɡjpt independent . al masɾj al joum . ɾetɾieved oktobeɾ pis tã , tus a ji la piːɡ la a niː .
A Abdul-Salam kõ-a-la tõdgr wa tẽnga taoor soab sẽn na n yɩ New Edubease constituency yʋʋm 2021 yʋʋm tus a yopoe la a nii soabã.	a abdul salam kõ a la tõdɡɾ wa tẽŋɡa taoːɾ soab sẽn na n jɪ new edubease konstituenkj jʊːm tus a ji la pisi la a je jʊːm tus a jopoe la a niː soabã .
A Konadu yaa naong sẽn get naongã tõoge (Anglindi: Poverty Reduction Strategy Committee) la a leb-n be komitẽ ning sẽn getẽ bãagã wɛɛngẽ wã na-kẽndre sull.	a konadu jaː naoŋɡ sẽn ɡet naoŋɡã tõoɡe aŋɡlindi , poveɾtj ɾeduktion stɾateɡj komːitːeː la a leb n be komitẽ niŋɡ sẽn ɡetẽ bãːɡã wɛːŋɡẽ wã na kẽndɾe sulː .
A Hottordze yita Mafi- Kumase. A paama MBA Cape Coast University wã la a paama M.A. ne Social Studies University wã.	a hotːoɾdze jita mafi kumase . a paːma mba kape koast univeɾsitj wã la a paːma m . a . ne sokial studies univeɾsitj wã .
A kẽ Ghana depite-rãmb-sooga pʋg yʋʋmd 2008 tɩ o b da ân yãk a Deputy Attorney General yʋʋmd 2003. A da ân lɛta tõolg tozĩi ministr a yebu n ye minisri taor soaba Ghana Upper West Region soolme wa yʋʋmd 2004 hal n taag yʋʋm 2006 la ministr m'be bʋ-kaore zĩiga yʋʋm 2005 hal n taag yʋʋmd 2007 . Hon Dery da ân lebg n ya Deputy Minority Leader n ye Parliment m pãas-ã nu Ghana tênga.	a kẽ ɡhana depite ɾãmb soːɡa pʊɡ jʊːmd tus a ji la a niː tɪ o b da an jãk a deputj atːoɾnej ɡeneɾal jʊːmd tus a ji la a tã . a da an lɛta tõolɡ tozĩi ministɾ a jebu n je minisɾi taoɾ soaba ɡhana upːeɾ west ɾeɡion soːlme wa jʊːmd tus a ji la a naːse hal n taːɡ jʊːm tus a ji la a joːbe la ministɾ mʔbe bʊ kaoɾe zĩiɡa jʊːm tus a ji la a nu hal n taːɡ jʊːmd tus a ji la a jopoe . hon deɾj da an lebɡ n ja deputj minoɾitj leadeɾ n je paɾliment m pãːs ã nu ɡhana teŋɡa .
"Ministry of Tourism, Syria: Aleppine House (in Arabic)".	ministɾj of touɾism , sjɾia , alepːine house in aɾabik .
Mwinkaara yé Charikpong m'be nen-taoore tênga Ghana pugin. A kẽng lékolé yʋʋre n bôon St Anthony's primary school la kẽng tãor n ti lèb n zam's lékolé bang'r Tuolu Senior High School. A sɩn yé bé a légb n kêngà University of Ghana, Legon, bé la a sâ la a déég a kaset n taar Bachelor of Science Degree bé Health service administration.	mwiŋkaːɾa je khaɾikpoŋɡ mʔbe nen taoːɾe teŋɡa ɡhana puɡin . a kẽŋɡ lekole jʊːɾe n boon st anthoɲʔs pɾimaɾj skhoːl la kẽŋɡ tãoɾ n ti leb n zamʔs lekole baŋɡʔɾ tuolu senioɾ hiɡh skhoːl . a sɪn je be a leɡb n keŋɡa univeɾsitj of ɡhana , leɡon , be la a sa la a deeɡ a kaset n taːɾ bakheloɾ of skienke deɡɾeː be health seɾvike administɾation .
