# German unstressed e→ə reductions — word<TAB>nucleus-ordinals (0-based) to set to ə. Generated by
# tools/gen/build-de-reduction.mts from the kaikki German extract, per-position, ONLY where kaikki reduces
# an e/ɛ to schwa that our rules keep — the lexical native-vs-loanword split a blanket rule can't capture.
aachener	1
aachenerin	1,2
aalener	1
aalenerin	1,2
aalenerinnen	1,2
aalräucherei	2
aalräuchereien	2
aargauerin	2
aargauerinnen	2
aasjägerei	2
abbaggerung	2
abbaugeschwindigkeit	2
abbaugeschwindigkeiten	2
abbekommen	1
abberufen	1
abberufung	1
abbestellen	1
abbesteller	1
abbestellerin	1,3
abbestellt	1
abbestellung	1
abbezahlen	1
abbezahlt	1
abbezahlung	1
abbindegeschwindigkeit	3
abbindegeschwindigkeiten	3
abbrecherin	2
abbrecherinnen	2
abendbrot	1
abendessen	1
abendgrauen	1
abendkasse	1
abendkleider	1
abendlied	1
abendluft	1
abendmahlzeit	1
abendrot	1
abends	1
abendstimmung	1
abenteuer	1
abfahrbereit	2
abfahrtbereit	2
abfallbehälter	2
abfallbehälters	2
abfasserin	2
abfasserinnen	2
abfertigungsgebäude	4
abfertigungsgebühren	4
abfeuerung	2
abflugbereich	2
abflugbereiche	2
abflugbereiches	2
abflugbereichs	2
abfluggeschwindigkeit	2
abfluggeschwindigkeiten	2
abfragerin	2
abgearbeitet	1
abgebissen	1
abgeblasen	1
abgeblendet	1
abgeblättert	1
abgebrüht	1
abgedreht	1
abgedriftet	1
abgefeimt	1
abgefeimtheit	1
abgefuckt	1
abgefüllt	1
abgehackt	1
abgehackter	1
abgehacktesten	1,3
abgekühlt	1
abgelöst	1
abgemacht	1
abgemagert	1
abgeneigt	1
abgeordneter	1,3
abgepackt	1
abgerockt	1
abgesandt	1
abgesandte	1
abgesandter	1
abgesang	1
abgeschmackt	1
abgeschrägt	1
abgeschrägte	1
abgeschrägten	1
abgeschrägtes	1
abgeschöpft	1
abgesehen	1
abgesendet	1
abgespannt	1
abgesperrt	1
abgestaubt	1
abgestempelt	1
abgestumpft	1
abgewinnen	1
abgewöhnen	1
abgezockt	1
abgeändert	1
abgötterei	2
abheberin	2
abholerin	2
abholerinnen	2
abhörerin	2
abhörerinnen	2
abhörgeräte	2
abhörgerätes	2
abhörgeräts	2
abklärerin	2
abladeplätze	2
abmagerung	2
abmagerungskur	2
abmäherin	2
abmäherinnen	2
abonniererin	3
abonniererinnen	3
abputzerin	2
abreisserin	2
abreißerin	2
abreißerinnen	2
abräumerin	2
absandtest	2
absatzstrategie	3
abschiedsgeschenk	2
abschießerin	2
abschießerinnen	2
abschleiferin	2
abschliesserin	2
abschließerin	2
abschließerinnen	2
abschneiderin	2
absenderin	2
absendete	2
absendetest	2
absendetet	2
absetzbetrag	2
absetzbetrages	2
absetzbetrags	2
absetzbeträge	2
absicherer	2
absicherung	2
absicherungsstrategie	2
abspielgerät	2
absteigerin	2
absteigerinnen	2
absucherin	2
absucherinnen	2
abtreibungsbefürworter	3
abtreibungsbefürworterin	3,6
abtreibungsgegnerin	4
abtreibungsgesetz	3
abwanderung	2
abwehrbereit	2
abwehrspielerin	3
abweichlerin	2
abänderung	2
abänderungen	2
abänderungsantrag	2
abänderungsklage	2
abänderungsvorschlag	2
abänderungsvorschlages	2
abänderungsvorschlags	2
abänderungsvorschläge	2
acetaldehyd	3
aceton	1
achernerin	2
achernerinnen	2
achillesferse	2
achselhöhle	1
achselklappe	1
achselstück	1
achterer	1
achtgeschossig	1
adelig	1
adelsname	1
adelung	1
adelungen	1
adenau	1
adenauer	1
adenauerin	1,3
adenauers	1
adenaus	1
adlwangerin	2
adlwangerinnen	2
affenjacke	1
agglutinierende	4
agnostikerin	3
agrargemeinschaft	2
agrargesellschaft	2
ahlener	1
ahlenerin	1,2
ahlenerinnen	1,2
ahleners	1
ahnenforschung	1
ahrdorferin	2
ahrdorferinnen	2
ahrensburg	1
ahrensburger	1
ahrensburgerin	1,3
ahrensburgerinnen	1,3
ahrensburgers	1
ahrensburgs	1
ahrweilerin	2
aiblingerin	2
aiblingerinnen	2
aichacherin	2
aichacherinnen	2
akelei	1
aktenkoffer	1
aktentasche	1
aktienanlagefonds	4
aktienbeteiligung	2
aktienhändlerin	3
aktienzusammenlegung	4
alemannisch	1
aleppinerin	3
alexandrinerin	4
alfanzerei	2
alleinerziehende	4
alleinerziehenden	4
alleinerziehender	4
alleinherrscherin	3
alleinherrscherinnen	3
alleinstehende	3
alleinstehenden	3
alleinstehender	3
allergewöhnlichst	2
allesfresser	1
allesmitmacher	1
allgemach	1
allgemein	1
allgemeinwohl	1
allgewaltig	1
allgäuerin	2
allmorgendlich	2
allstedterin	2
allstedterinnen	2
alpenbraunelle	1
alpenbraunellen	1
alpenstrandläufer	1
alsdorferin	2
alsdorferinnen	2
altbewährt	1
altdorferin	2
altdorferinnen	2
alterität	1
altersbedingt	2
altersbeschränkung	2
altertümelei	3
alterungsprozess	1
altheimerin	2
altheimerinnen	2
althergebracht	2
altleiningerin	3
altleiningerinnen	3
altvorderer	2
altwarenhandel	2
altwarenhändler	2
altwarenhändlerin	2,4
altwarenhändlerinnen	2,4
altwarenhändlers	2
altöttingerin	3
altöttingerinnen	3
amateurkünstlerin	4
amateurkünstlerinnen	4
amateurmusikerin	5
amateurmusikerinnen	5
amazonenpapagei	3
amazonenpapageie	3
amazonenpapageien	3
amazonenpapageis	3
ambergerin	2
ambergerinnen	2
amerikanerin	4
ammenmärchen	1
ammensprache	1
ampelmännchen	1
amsterdamerin	3
amtsbekannt	1
amylacetat	3
amylacetats	3
amylazetat	3
amylazetats	3
anbefehlen	1
anbeginn	1
anberaumen	1
anbeterin	2
anbetracht	1
anbieterin	2
anbieterinnen	2
andere	1
anderem	1
anderen	1
anderenfalls	1,2
anderens	1
anderer	1
andererseits	1
anderes	1
anderns	1
andersdenkender	3
anderthalb	1
andreasbergerin	4
andreasbergerinnen	4
andres	1
anforderer	2
anforderin	2
anforderinnen	2
anforderung	2
anfängerin	2
anführerin	2
angebaut	1
angeberei	2
angeberisch	2
angebot	1
angebotsüberhang	1
angebunden	1
angedacht	1
angeheftet	1
angeheiratet	1
angehängt	1
angehören	1
angelner	1
angelschnur	1
angenehm	1
angenehmen	1
angepisst	1
angepisster	1
angerannt	1
angerbergerin	3
angeregt	1
angesammelt	1
angesicht	1
angesichts	1
angespannt	1
angestellte	1
angestellter	1
angetan	1
angewohnheit	1
angewöhnen	1
angezettelt	1
anglikanerin	3
angloamerikanerin	6
angloamerikanerinnen	6
angolanerin	3
angreiferin	2
angriffsspielerin	3
angriffsspielerinnen	3
angstgefühl	1
angstmacherei	2
anhalterin	2
anhängerin	2
ankergebühr	2
ankergebühren	2
anklagebank	2
ankleidekabine	2
ankunftsbereich	2
ankunftsbereiche	2
ankunftsbereiches	2
ankunftsbereichs	2
ankurbelung	2
ankurbelungen	2
ankäuferin	2
ankündigerinnen	3
anlagebetrüger	2,3
anlagebetrügerin	3,5
anlagedeckungsgrad	2
anlageparameter	2
anlagevolumen	2
anlegerin	2
anlegestelle	2
anleihefonds	2
anleihegläubiger	2
anleiterin	2
anlieferung	2
anliegerin	2
annabergerin	3
annabergerinnen	3
anneliese	1
annemarie	1
annweilerin	2
annäherung	2
anrechenbar	2
anruferin	2
anruferinnen	2
anschleicherin	2
anschliesserin	2
anschließerin	2
anschließerinnen	2
anschwärzerin	2
ansiedlerin	2
ansiedlerinnen	2
anspruchsberechtigt	2
anspruchsberühmer	2
ansteckungsgefahr	3
ansucherin	2
ansucherinnen	2
anteilveräußerung	4
antelefonieren	2
antipersonenmine	4
antiquitätenmesse	4
antwerpener	2
antwerpenerin	2,3
anwenderin	2
anwohnerin	2
anzeigegerät	2,3
anzeigenkunde	2
anzeigensparte	2
aostatalerin	4
aostatalerinnen	4
apfelbrause	1
apfelbrausen	1
apfelschnecke	1
apfelsinchen	1
apfelsine	1
apfelsinenmarmelade	1,3,5
apfelsinenmarmeladen	1,3,5
apfelsinensaft	1,3
apfelsinenschale	1,3
apothekerin	3
appelkorn	1
appellationsgericht	4
appellationsgerichte	4
appellationsgerichtes	4
appellationsgerichts	4
appetit	1
araberin	2
arbeitende	2
arbeiterin	2
arbeiterinnen	2
arbeitgeberin	3
arbeitsbereich	2
arbeitsbericht	2
arbeitsbeschaffung	2
arbeitsbeschaffungsmaßnahme	2
arbeitsbeschaffungsmaßnahmen	2
arbeitsgemeinschaft	2
arbeitsgericht	2
arbeitsgerichte	2
arbeitsgerichtes	2
arbeitsunfähigkeitsbescheinigung	6
arbeitsunfähigkeitsversicherung	8
arbeitsverweigerung	4
archäopteryx	3
ardennenoffensive	2
arenberg	1
arenberger	1
arenbergerin	1,3
arenbergerinnen	1,3
arenbergers	1
arenbergs	1
aristoteles	3
arlbergerin	2
arlbergerinnen	2
armenhäuser	1
armenküche	1
armgelenk	1
armutsgesellschaft	2
arneburg	1
arnoldsweilerin	3
arnoldsweilerinnen	3
arnsbergerin	2
arnstädterin	2
aronstabgewächs	3
aronstabgewächse	3
aronstabgewächses	3
arschgeweih	1
arsengehalt	2
artefakt	1
artillerie	2
artillerieortungsradar	2
artillerieortungsradars	2
aschenbecher	1
aschewolke	1
asemissen	1
asseljäger	1
asthmatikerin	3
astrophysikerin	4
asylbewerber	2
asylbewerberin	2,4
asyndeton	2
atelier	1
atemlosigkeit	1
atemlähmung	1
atempause	1
atemwegsverengung	1
atemwegsverlegung	1
attentat	1
attentäter	1
auerbacherin	3
aufbauscherin	2
aufbegehren	1
aufbereitung	1
aufbewahren	1
aufbewahrer	1
aufbieterin	2
aufbieterinnen	2
aufenthaltsgenehmigung	3
auffallenderweise	2
aufgebläht	1
aufgeblähtheit	1
aufgebot	1
aufgebracht	1
aufgedunsen	1
aufgedunsenheit	1,3
aufgefundene	1,3
aufgefundenen	1,3
aufgeklärt	1
aufgeregt	1
aufgerichtet	1
aufgeschwappt	1
aufgeschwemmt	1
aufgeschwollen	1
aufgesetzt	1
aufgewischt	1
aufnahmefähig	2
aufnahmefähigkeit	2
aufnahmeprüfung	2
aufopferung	2
aufplusterer	2
aufreisserin	2
