no	o
o	o
és	e
bé	e
he	e
més	e
tot	o
ser	e
molt	o
meu	e
fer	e
meva	e
només	e
on	o
sé	e
era	e
seu	e
sóc	o
ell	e
teu	e
seva	e
són	o
fet	e
tots	o
té	e
teva	e
senyor	o
tens	e
ella	e
temps	e
potser	e
també	e
dos	o
sobre	o
déu	e
gent	e
sempre	e
després	e
mateix	e
sense	e
millor	o
llavors	o
sento	e
moment	e
seus	e
des	e
ells	e
tota	o
ei	e
meus	e
manera	e
deixa	e
món	o
espera	e
som	o
primer	e
rei	e
diners	e
raó	o
totes	o
escolta	o
fent	e
ben	e
amor	o
seves	e
greu	e
idea	e
teus	e
cotxe	o
problema	e
entre	e
tenen	e
collons	o
faré	e
contra	o
por	o
senyora	o
entenc	e
mentre	e
favor	o
sort	o
queda	e
compte	o
sota	o
persona	o
moltes	o
fos	o
primera	e
mes	e
molts	o
adéu	e
espero	e
dóna	o
hagués	e
sou	o
persones	o
eren	e
vés	e
sent	e
mateixa	e
meves	e
ls	e
forma	o
problemes	e
habitació	o
ve	e
doctor	o
fes	e
eres	e
torna	o
vell	e
ns	e
jove	o
molta	o
darrere	e
déus	e
resta	e
mesos	e
teves	e
oliver	e
perdona	o
agent	e
segons	o
gairebé	e
vós	o
tret	e
ordre	o
diré	e
diferent	e
festa	e
dient	e
segon	o
enrere	e
presó	o
president	e
sr	e
aniré	e
entens	e
pitjor	o
secret	e
sents	e
informació	o
seré	e
pressa	e
vaixell	e
gos	o
sinó	o
senyors	o
perfecte	e
walter	e
broma	o
carrer	e
torni	o
milions	o
dolent	e
atenció	o
tornaré	e
llei	e
error	o
honor	o
sistema	e
oncle	o
estona	o
mary	e
boca	o
entendre	e
lannister	e
queen	e
dolor	o
professor	o
foto	o
funciona	o
avió	o
ordres	o
metge	e
següent	e
perdó	o
relació	o
situació	o
comte	o
deixi	e
deixaré	e
cervell	e
millors	o
tinent	e
tom	o
accident	e
missenyor	o
esta	e
fons	o
reunió	o
gens	e
pogués	e
darrera	e
sheldon	o
cent	e
be	e
coi	o
perillós	o
córrer	o
decisió	o
entra	e
respecte	e
qüestió	o
estaré	e
meua	e
investigació	o
missió	o
segona	o
ment	e
donaré	e
suficient	e
corre	o
través	e
llest	e
zona	o
paper	e
centre	e
hauré	e
castell	e
preu	e
alegro	e
posició	o
torno	o
milers	e
soc	o
opció	o
sergent	e
major	o
vergonya	o
elles	e
maneres	e
fotos	o
deixis	e
tema	e
temo	e
pell	e
lent	e
ligent	e
diferents	e
ves	e
casament	e
excepte	e
olor	o
neu	e
color	o
informe	o
deixes	e
teua	e
bossa	o
érem	e
preciosa	o
gossos	o
corrent	e
seua	e
seriosament	o
finestra	e
hood	o
opinió	o
regne	e
vespre	e
vella	e
nivell	e
aixeca	e
departament	e
inspector	o
portaré	e
pedra	e
joffrey	e
roma	o
escolti	o
londres	o
comptes	o
est	e
bomba	o
bella	e
intenta	e
nadó	o
client	e
esperi	e
content	e
director	o
james	e
operació	o
joves	o
barney	e
vells	e
jason	o
innocent	e
ordinador	o
néixer	e
intento	e
quedi	e
tornis	o
proctor	o
agents	e
cony	o
missenyora	o
interior	o
vénen	e
fosc	o
exemple	e
vaixells	e
eva	e
doni	o
fou	o
direcció	o
hey	e
premsa	e
senyores	o
cançó	o
valor	o
mataré	e
fets	e
front	o
església	e
cavallers	e
oest	e
cotxes	o
pols	o
moviment	e
tindré	e
sentiments	e
dono	o
queden	e
tingués	e
fot	o
valent	e
deixo	e
protecció	o
ós	o
foscor	o
apartament	e
vent	e
podré	e
primers	e
membre	e
mateixos	e
efecte	e
propera	e
copa	o
cavaller	e
tornes	o
perfectament	e
bord	o
quiet	e
torn	o
estrella	e
carretera	e
llengua	e
secrets	e
intenció	o
peix	e
elecció	o
veient	e
créixer	e
menja	e
accés	e
donen	o
aspecte	e
estigués	e
començament	e
camió	o
petó	o
dolenta	e
haguessis	e
guerrer	e
adreça	e
meravellós	o
comandament	e
fotre	o
feta	e
sospitós	o
soroll	o
trobaré	e
torre	o
tercer	e
entén	e
idees	e
llet	e
hodor	o
carrera	e
regnes	e
trucaré	e
anteriors	o
acció	o
solució	o
campament	e
calor	o
dents	e
alegra	e
monroe	o
anell	e
corona	o
sobte	o
orgullós	o
accions	o
pressió	o
carrers	e
quedo	e
pantalons	o
governador	o
milió	o
qué	e
calent	e
preciós	o
presoners	e
proper	e
pedres	e
lleis	e
nerviós	o
tempesta	e
tele	e
pudor	o
allende	e
tercera	e
traïdor	o
doble	o
projecte	e
cabró	o
sensació	o
suprema	e
presoner	e
dolç	o
papers	e
explosió	o
posaré	e
tripulació	o
veuré	e
tornen	o
pensaments	e
sobretot	o
enorme	o
graciós	o
llesta	e
visió	o
pero	e
ésser	e
damon	o
perfecta	e
connexió	o
baratheon	o
cort	o
dr	e
vosté	e
estació	o
explicaré	e
moments	e
flota	o
membres	e
cec	e
lothbrok	o
